source,target,following,followed_by
SenatorFischer,SenAlexander,FALSE,TRUE
SenatorFischer,BobCorker,FALSE,FALSE
SenatorFischer,JohnCornyn,TRUE,TRUE
SenatorFischer,SenTedCruz,TRUE,TRUE
SenatorFischer,senorrinhatch,FALSE,TRUE
SenatorFischer,SenMikeLee,TRUE,TRUE
SenatorFischer,SenatorLeahy,FALSE,TRUE
SenatorFischer,timkaine,FALSE,TRUE
SenatorFischer,MarkWarner,TRUE,TRUE
SenatorFischer,PattyMurray,TRUE,TRUE
SenatorFischer,SenatorCantwell,FALSE,TRUE
SenatorFischer,SenCapito,TRUE,TRUE
SenatorFischer,Sen_JoeManchin,TRUE,TRUE
SenatorFischer,SenatorBaldwin,TRUE,TRUE
SenatorFischer,SenRonJohnson,TRUE,TRUE
SenatorFischer,SenatorEnzi,TRUE,TRUE
SenatorFischer,SenJohnBarrasso,TRUE,TRUE
BenSasse,SenShelby,TRUE,FALSE
BenSasse,SenDougJones,FALSE,FALSE
BenSasse,lisamurkowski,TRUE,FALSE
BenSasse,SenDanSullivan,TRUE,FALSE
BenSasse,SenJohnMcCain,FALSE,FALSE
BenSasse,JeffFlake,FALSE,FALSE
BenSasse,SenTomCotton,FALSE,TRUE
BenSasse,JohnBoozman,FALSE,FALSE
BenSasse,SenFeinstein,FALSE,FALSE
BenSasse,SenKamalaHarris,FALSE,FALSE
BenSasse,SenBennetCO,TRUE,FALSE
BenSasse,SenCoryGardner,FALSE,FALSE
BenSasse,ChrisMurphyCT,FALSE,FALSE
BenSasse,SenBlumenthal,FALSE,FALSE
BenSasse,SenatorCarper,FALSE,FALSE
BenSasse,ChrisCoons,FALSE,FALSE
BenSasse,SenBillNelson,FALSE,FALSE
BenSasse,marcorubio,FALSE,TRUE
BenSasse,sendavidperdue,TRUE,FALSE
BenSasse,SenatorIsakson,FALSE,FALSE
BenSasse,brianschatz,TRUE,FALSE
BenSasse,maziehirono,FALSE,FALSE
BenSasse,MikeCrapo,TRUE,FALSE
BenSasse,SenatorRisch,TRUE,FALSE
BenSasse,SenDuckworth,FALSE,FALSE
BenSasse,SenatorDurbin,FALSE,FALSE
BenSasse,SenDonnelly,FALSE,FALSE
BenSasse,SenToddYoung,FALSE,FALSE
BenSasse,ChuckGrassley,FALSE,TRUE
BenSasse,joniernst,FALSE,FALSE
BenSasse,SenPatRoberts,FALSE,FALSE
BenSasse,JerryMoran,FALSE,FALSE
BenSasse,SenateMajLdr,FALSE,FALSE
BenSasse,RandPaul,FALSE,FALSE
BenSasse,BillCassidy,FALSE,FALSE
BenSasse,SenJohnKennedy,TRUE,FALSE
BenSasse,SenAngusKing,FALSE,FALSE
BenSasse,SenatorCollins,FALSE,FALSE
BenSasse,ChrisVanHollen,FALSE,FALSE
BenSasse,SenatorCardin,TRUE,FALSE
BenSasse,SenMarkey,TRUE,FALSE
BenSasse,SenWarren,FALSE,FALSE
BenSasse,SenGaryPeters,FALSE,FALSE
BenSasse,SenStabenow,FALSE,FALSE
BenSasse,amyklobuchar,FALSE,FALSE
BenSasse,SenTinaSmith,FALSE,FALSE
BenSasse,SenThadCochran,TRUE,FALSE
BenSasse,SenatorWicker,FALSE,FALSE
BenSasse,clairecmc,FALSE,FALSE
BenSasse,RoyBlunt,FALSE,FALSE
BenSasse,SteveDaines,TRUE,FALSE
BenSasse,SenatorTester,TRUE,FALSE
BenSasse,SenatorFischer,FALSE,TRUE
BenSasse,BenSasse,FALSE,FALSE
BenSasse,SenCortezMasto,TRUE,FALSE
BenSasse,SenDeanHeller,TRUE,FALSE
BenSasse,SenatorShaheen,FALSE,FALSE
BenSasse,SenatorHassan,TRUE,FALSE
BenSasse,CoryBooker,TRUE,TRUE
BenSasse,SenatorMenendez,FALSE,FALSE
BenSasse,MartinHeinrich,FALSE,FALSE
BenSasse,SenatorTomUdall,FALSE,FALSE
BenSasse,SenSchumer,FALSE,FALSE
BenSasse,SenGillibrand,FALSE,FALSE
BenSasse,SenatorBurr,TRUE,FALSE
BenSasse,SenThomTillis,TRUE,FALSE
BenSasse,SenatorHeitkamp,FALSE,FALSE
BenSasse,SenJohnHoeven,FALSE,FALSE
BenSasse,SenSherrodBrown,FALSE,FALSE
BenSasse,senrobportman,TRUE,FALSE
BenSasse,JimInhofe,FALSE,FALSE
BenSasse,SenatorLankford,TRUE,TRUE
BenSasse,RonWyden,FALSE,FALSE
BenSasse,SenJeffMerkley,TRUE,FALSE
BenSasse,SenBobCasey,TRUE,FALSE
BenSasse,SenToomey,TRUE,FALSE
BenSasse,SenJackReed,FALSE,FALSE
BenSasse,SenWhitehouse,FALSE,FALSE
BenSasse,GrahamBlog,FALSE,TRUE
BenSasse,SenatorTimScott,TRUE,TRUE
BenSasse,SenatorRounds,TRUE,FALSE
BenSasse,SenJohnThune,FALSE,FALSE
BenSasse,SenAlexander,FALSE,FALSE
BenSasse,BobCorker,FALSE,FALSE
BenSasse,JohnCornyn,TRUE,FALSE
BenSasse,SenTedCruz,TRUE,TRUE
BenSasse,senorrinhatch,FALSE,FALSE
BenSasse,SenMikeLee,TRUE,TRUE
BenSasse,SenatorLeahy,FALSE,FALSE
BenSasse,timkaine,FALSE,FALSE
BenSasse,MarkWarner,TRUE,FALSE
BenSasse,PattyMurray,FALSE,FALSE
BenSasse,SenatorCantwell,FALSE,FALSE
BenSasse,SenCapito,FALSE,FALSE
BenSasse,Sen_JoeManchin,FALSE,FALSE
BenSasse,SenatorBaldwin,FALSE,FALSE
BenSasse,SenRonJohnson,FALSE,FALSE
BenSasse,SenatorEnzi,TRUE,FALSE
BenSasse,SenJohnBarrasso,FALSE,FALSE
SenCortezMasto,SenShelby,FALSE,TRUE
SenCortezMasto,SenDougJones,TRUE,TRUE
SenCortezMasto,lisamurkowski,FALSE,TRUE
SenCortezMasto,SenDanSullivan,FALSE,TRUE
SenCortezMasto,SenJohnMcCain,FALSE,TRUE
SenCortezMasto,JeffFlake,FALSE,FALSE
SenCortezMasto,SenTomCotton,FALSE,TRUE
SenCortezMasto,JohnBoozman,FALSE,TRUE
SenCortezMasto,SenFeinstein,TRUE,TRUE
SenCortezMasto,SenKamalaHarris,TRUE,TRUE
SenCortezMasto,SenBennetCO,TRUE,TRUE
SenCortezMasto,SenCoryGardner,FALSE,TRUE
SenCortezMasto,ChrisMurphyCT,FALSE,TRUE
SenCortezMasto,SenBlumenthal,TRUE,TRUE
SenCortezMasto,SenatorCarper,TRUE,TRUE
SenCortezMasto,ChrisCoons,TRUE,TRUE
SenCortezMasto,SenBillNelson,FALSE,TRUE
SenCortezMasto,marcorubio,FALSE,FALSE
SenCortezMasto,sendavidperdue,TRUE,TRUE
SenCortezMasto,SenatorIsakson,FALSE,TRUE
SenCortezMasto,brianschatz,FALSE,TRUE
SenCortezMasto,maziehirono,FALSE,TRUE
SenCortezMasto,MikeCrapo,TRUE,TRUE
SenCortezMasto,SenatorRisch,FALSE,TRUE
SenCortezMasto,SenDuckworth,TRUE,TRUE
SenCortezMasto,SenatorDurbin,TRUE,TRUE
SenCortezMasto,SenDonnelly,FALSE,TRUE
SenCortezMasto,SenToddYoung,FALSE,TRUE
SenCortezMasto,ChuckGrassley,FALSE,TRUE
SenCortezMasto,joniernst,FALSE,FALSE
SenCortezMasto,SenPatRoberts,FALSE,TRUE
SenCortezMasto,JerryMoran,FALSE,TRUE
SenCortezMasto,SenateMajLdr,FALSE,TRUE
SenCortezMasto,RandPaul,FALSE,FALSE
SenCortezMasto,BillCassidy,FALSE,FALSE
SenCortezMasto,SenJohnKennedy,TRUE,TRUE
SenCortezMasto,SenAngusKing,FALSE,TRUE
SenCortezMasto,SenatorCollins,FALSE,TRUE
SenCortezMasto,ChrisVanHollen,TRUE,TRUE
SenCortezMasto,SenatorCardin,TRUE,TRUE
SenCortezMasto,SenMarkey,TRUE,TRUE
SenCortezMasto,SenWarren,TRUE,TRUE
SenCortezMasto,SenGaryPeters,FALSE,TRUE
SenCortezMasto,SenStabenow,FALSE,TRUE
SenCortezMasto,amyklobuchar,TRUE,TRUE
SenCortezMasto,SenTinaSmith,TRUE,TRUE
SenCortezMasto,SenThadCochran,FALSE,TRUE
SenCortezMasto,SenatorWicker,FALSE,TRUE
SenCortezMasto,clairecmc,FALSE,TRUE
SenCortezMasto,RoyBlunt,FALSE,TRUE
SenCortezMasto,SteveDaines,FALSE,FALSE
SenCortezMasto,SenatorTester,TRUE,TRUE
SenCortezMasto,SenatorFischer,FALSE,TRUE
SenCortezMasto,BenSasse,FALSE,TRUE
SenCortezMasto,SenCortezMasto,FALSE,FALSE
SenCortezMasto,SenDeanHeller,TRUE,TRUE
SenCortezMasto,SenatorShaheen,TRUE,TRUE
SenCortezMasto,SenatorHassan,TRUE,TRUE
SenCortezMasto,CoryBooker,FALSE,TRUE
SenCortezMasto,SenatorMenendez,TRUE,TRUE
SenCortezMasto,MartinHeinrich,TRUE,TRUE
SenCortezMasto,SenatorTomUdall,FALSE,TRUE
SenCortezMasto,SenSchumer,TRUE,TRUE
SenCortezMasto,SenGillibrand,TRUE,TRUE
SenCortezMasto,SenatorBurr,FALSE,TRUE
SenCortezMasto,SenThomTillis,FALSE,TRUE
SenCortezMasto,SenatorHeitkamp,FALSE,TRUE
SenCortezMasto,SenJohnHoeven,FALSE,TRUE
SenCortezMasto,SenSherrodBrown,TRUE,TRUE
SenCortezMasto,senrobportman,TRUE,TRUE
SenCortezMasto,JimInhofe,FALSE,FALSE
SenCortezMasto,SenatorLankford,FALSE,FALSE
SenCortezMasto,RonWyden,FALSE,TRUE
SenCortezMasto,SenJeffMerkley,TRUE,TRUE
SenCortezMasto,SenBobCasey,TRUE,TRUE
SenCortezMasto,SenToomey,FALSE,TRUE
SenCortezMasto,SenJackReed,FALSE,TRUE
SenCortezMasto,SenWhitehouse,TRUE,TRUE
SenCortezMasto,GrahamBlog,FALSE,FALSE
SenCortezMasto,SenatorTimScott,FALSE,FALSE
SenCortezMasto,SenatorRounds,FALSE,FALSE
SenCortezMasto,SenJohnThune,FALSE,FALSE
SenCortezMasto,SenAlexander,FALSE,TRUE
SenCortezMasto,BobCorker,FALSE,FALSE
SenCortezMasto,JohnCornyn,FALSE,TRUE
SenCortezMasto,SenTedCruz,FALSE,TRUE
SenCortezMasto,senorrinhatch,FALSE,TRUE
SenCortezMasto,SenMikeLee,FALSE,TRUE
SenCortezMasto,SenatorLeahy,FALSE,TRUE
SenCortezMasto,timkaine,FALSE,TRUE
SenCortezMasto,MarkWarner,TRUE,TRUE
SenCortezMasto,PattyMurray,FALSE,TRUE
SenCortezMasto,SenatorCantwell,TRUE,TRUE
SenCortezMasto,SenCapito,FALSE,TRUE
SenCortezMasto,Sen_JoeManchin,TRUE,TRUE
SenCortezMasto,SenatorBaldwin,FALSE,TRUE
SenCortezMasto,SenRonJohnson,FALSE,TRUE
SenCortezMasto,SenatorEnzi,TRUE,TRUE
SenCortezMasto,SenJohnBarrasso,FALSE,TRUE
SenDeanHeller,SenShelby,TRUE,TRUE
SenDeanHeller,SenDougJones,FALSE,FALSE
SenDeanHeller,lisamurkowski,TRUE,TRUE
SenDeanHeller,SenDanSullivan,TRUE,TRUE
SenDeanHeller,SenJohnMcCain,FALSE,TRUE
SenDeanHeller,JeffFlake,TRUE,TRUE
SenDeanHeller,SenTomCotton,TRUE,TRUE
SenDeanHeller,JohnBoozman,TRUE,TRUE
SenDeanHeller,SenFeinstein,TRUE,TRUE
SenDeanHeller,SenKamalaHarris,FALSE,FALSE
SenDeanHeller,SenBennetCO,TRUE,TRUE
SenDeanHeller,SenCoryGardner,TRUE,TRUE
SenDeanHeller,ChrisMurphyCT,FALSE,TRUE
SenDeanHeller,SenBlumenthal,TRUE,TRUE
SenDeanHeller,SenatorCarper,TRUE,TRUE
SenDeanHeller,ChrisCoons,TRUE,TRUE
SenDeanHeller,SenBillNelson,FALSE,TRUE
SenDeanHeller,marcorubio,FALSE,TRUE
SenDeanHeller,sendavidperdue,TRUE,TRUE
SenDeanHeller,SenatorIsakson,TRUE,TRUE
SenDeanHeller,brianschatz,TRUE,TRUE
SenDeanHeller,maziehirono,TRUE,TRUE
SenDeanHeller,MikeCrapo,TRUE,TRUE
SenDeanHeller,SenatorRisch,TRUE,TRUE
SenDeanHeller,SenDuckworth,TRUE,TRUE
SenDeanHeller,SenatorDurbin,TRUE,TRUE
SenDeanHeller,SenDonnelly,FALSE,TRUE
SenDeanHeller,SenToddYoung,FALSE,TRUE
SenDeanHeller,ChuckGrassley,FALSE,TRUE
SenDeanHeller,joniernst,FALSE,TRUE
SenDeanHeller,SenPatRoberts,TRUE,TRUE
SenDeanHeller,JerryMoran,TRUE,TRUE
SenDeanHeller,SenateMajLdr,TRUE,TRUE
SenDeanHeller,RandPaul,TRUE,TRUE
SenDeanHeller,BillCassidy,FALSE,TRUE
SenDeanHeller,SenJohnKennedy,TRUE,FALSE
SenDeanHeller,SenAngusKing,TRUE,TRUE
SenDeanHeller,SenatorCollins,TRUE,TRUE
SenDeanHeller,ChrisVanHollen,TRUE,TRUE
SenDeanHeller,SenatorCardin,TRUE,TRUE
SenDeanHeller,SenMarkey,TRUE,TRUE
SenDeanHeller,SenWarren,TRUE,TRUE
SenDeanHeller,SenGaryPeters,TRUE,TRUE
SenDeanHeller,SenStabenow,FALSE,TRUE
SenDeanHeller,amyklobuchar,TRUE,TRUE
SenDeanHeller,SenTinaSmith,FALSE,FALSE
SenDeanHeller,SenThadCochran,TRUE,TRUE
SenDeanHeller,SenatorWicker,TRUE,TRUE
SenDeanHeller,clairecmc,FALSE,TRUE
SenDeanHeller,RoyBlunt,TRUE,TRUE
SenDeanHeller,SteveDaines,TRUE,TRUE
SenDeanHeller,SenatorTester,TRUE,TRUE
SenDeanHeller,SenatorFischer,TRUE,TRUE
SenDeanHeller,BenSasse,FALSE,TRUE
SenDeanHeller,SenCortezMasto,TRUE,TRUE
SenDeanHeller,SenDeanHeller,FALSE,FALSE
SenDeanHeller,SenatorShaheen,FALSE,TRUE
SenDeanHeller,SenatorHassan,TRUE,TRUE
SenDeanHeller,CoryBooker,TRUE,TRUE
SenDeanHeller,SenatorMenendez,FALSE,TRUE
SenDeanHeller,MartinHeinrich,TRUE,TRUE
SenDeanHeller,SenatorTomUdall,TRUE,TRUE
SenDeanHeller,SenSchumer,FALSE,TRUE
SenDeanHeller,SenGillibrand,FALSE,TRUE
SenDeanHeller,SenatorBurr,TRUE,TRUE
SenDeanHeller,SenThomTillis,TRUE,TRUE
SenDeanHeller,SenatorHeitkamp,FALSE,TRUE
SenDeanHeller,SenJohnHoeven,TRUE,TRUE
SenDeanHeller,SenSherrodBrown,TRUE,TRUE
SenDeanHeller,senrobportman,TRUE,TRUE
SenDeanHeller,JimInhofe,FALSE,TRUE
SenDeanHeller,SenatorLankford,TRUE,TRUE
SenDeanHeller,RonWyden,TRUE,TRUE
SenDeanHeller,SenJeffMerkley,TRUE,TRUE
SenDeanHeller,SenBobCasey,TRUE,TRUE
SenDeanHeller,SenToomey,TRUE,TRUE
SenDeanHeller,SenJackReed,TRUE,TRUE
SenDeanHeller,SenWhitehouse,TRUE,TRUE
SenDeanHeller,GrahamBlog,FALSE,TRUE
SenDeanHeller,SenatorTimScott,TRUE,TRUE
SenDeanHeller,SenatorRounds,TRUE,TRUE
SenDeanHeller,SenJohnThune,FALSE,TRUE
SenDeanHeller,SenAlexander,TRUE,TRUE
SenDeanHeller,BobCorker,FALSE,FALSE
SenDeanHeller,JohnCornyn,TRUE,TRUE
SenDeanHeller,SenTedCruz,TRUE,TRUE
SenDeanHeller,senorrinhatch,TRUE,TRUE
SenDeanHeller,SenMikeLee,TRUE,TRUE
SenDeanHeller,SenatorLeahy,FALSE,TRUE
SenDeanHeller,timkaine,FALSE,TRUE
SenDeanHeller,MarkWarner,TRUE,TRUE
SenDeanHeller,PattyMurray,TRUE,TRUE
SenDeanHeller,SenatorCantwell,FALSE,TRUE
SenDeanHeller,SenCapito,TRUE,TRUE
SenDeanHeller,Sen_JoeManchin,TRUE,TRUE
SenDeanHeller,SenatorBaldwin,TRUE,TRUE
SenDeanHeller,SenRonJohnson,TRUE,TRUE
SenDeanHeller,SenatorEnzi,TRUE,TRUE
SenDeanHeller,SenJohnBarrasso,TRUE,TRUE
SenatorShaheen,SenShelby,FALSE,TRUE
SenatorShaheen,SenDougJones,TRUE,TRUE
SenatorShaheen,lisamurkowski,TRUE,TRUE
SenatorShaheen,SenDanSullivan,FALSE,FALSE
SenatorShaheen,SenJohnMcCain,FALSE,TRUE
SenatorShaheen,JeffFlake,FALSE,FALSE
SenatorShaheen,SenTomCotton,FALSE,FALSE
SenatorShaheen,JohnBoozman,FALSE,FALSE
SenatorShaheen,SenFeinstein,TRUE,TRUE
SenatorShaheen,SenKamalaHarris,TRUE,TRUE
SenatorShaheen,SenBennetCO,TRUE,TRUE
SenatorShaheen,SenCoryGardner,FALSE,FALSE
SenatorShaheen,ChrisMurphyCT,FALSE,TRUE
SenatorShaheen,SenBlumenthal,TRUE,TRUE
SenatorShaheen,SenatorCarper,TRUE,TRUE
SenatorShaheen,ChrisCoons,TRUE,TRUE
SenatorShaheen,SenBillNelson,FALSE,TRUE
SenatorShaheen,marcorubio,FALSE,FALSE
SenatorShaheen,sendavidperdue,TRUE,FALSE
SenatorShaheen,SenatorIsakson,TRUE,TRUE
SenatorShaheen,brianschatz,TRUE,FALSE
SenatorShaheen,maziehirono,TRUE,TRUE
SenatorShaheen,MikeCrapo,TRUE,FALSE
SenatorShaheen,SenatorRisch,FALSE,FALSE
SenatorShaheen,SenDuckworth,TRUE,TRUE
SenatorShaheen,SenatorDurbin,TRUE,TRUE
SenatorShaheen,SenDonnelly,FALSE,TRUE
SenatorShaheen,SenToddYoung,FALSE,FALSE
SenatorShaheen,ChuckGrassley,FALSE,TRUE
SenatorShaheen,joniernst,FALSE,FALSE
SenatorShaheen,SenPatRoberts,TRUE,TRUE
SenatorShaheen,JerryMoran,FALSE,FALSE
SenatorShaheen,SenateMajLdr,FALSE,FALSE
SenatorShaheen,RandPaul,FALSE,FALSE
SenatorShaheen,BillCassidy,FALSE,FALSE
SenatorShaheen,SenJohnKennedy,TRUE,FALSE
SenatorShaheen,SenAngusKing,TRUE,TRUE
SenatorShaheen,SenatorCollins,TRUE,TRUE
SenatorShaheen,ChrisVanHollen,TRUE,TRUE
SenatorShaheen,SenatorCardin,TRUE,TRUE
SenatorShaheen,SenMarkey,TRUE,TRUE
SenatorShaheen,SenWarren,TRUE,TRUE
SenatorShaheen,SenGaryPeters,TRUE,TRUE
SenatorShaheen,SenStabenow,TRUE,TRUE
SenatorShaheen,amyklobuchar,TRUE,TRUE
SenatorShaheen,SenTinaSmith,TRUE,TRUE
SenatorShaheen,SenThadCochran,FALSE,FALSE
SenatorShaheen,SenatorWicker,FALSE,TRUE
SenatorShaheen,clairecmc,FALSE,TRUE
SenatorShaheen,RoyBlunt,FALSE,FALSE
SenatorShaheen,SteveDaines,FALSE,FALSE
SenatorShaheen,SenatorTester,TRUE,TRUE
SenatorShaheen,SenatorFischer,TRUE,FALSE
SenatorShaheen,BenSasse,FALSE,FALSE
SenatorShaheen,SenCortezMasto,TRUE,TRUE
SenatorShaheen,SenDeanHeller,TRUE,FALSE
SenatorShaheen,SenatorShaheen,FALSE,FALSE
SenatorShaheen,SenatorHassan,TRUE,TRUE
SenatorShaheen,CoryBooker,TRUE,TRUE
SenatorShaheen,SenatorMenendez,TRUE,TRUE
SenatorShaheen,MartinHeinrich,TRUE,TRUE
SenatorShaheen,SenatorTomUdall,TRUE,TRUE
SenatorShaheen,SenSchumer,TRUE,TRUE
SenatorShaheen,SenGillibrand,TRUE,TRUE
SenatorShaheen,SenatorBurr,FALSE,TRUE
SenatorShaheen,SenThomTillis,TRUE,FALSE
SenatorShaheen,SenatorHeitkamp,FALSE,TRUE
SenatorShaheen,SenJohnHoeven,FALSE,FALSE
SenatorShaheen,SenSherrodBrown,TRUE,TRUE
SenatorShaheen,senrobportman,TRUE,TRUE
SenatorShaheen,JimInhofe,FALSE,FALSE
SenatorShaheen,SenatorLankford,TRUE,FALSE
SenatorShaheen,RonWyden,TRUE,TRUE
SenatorShaheen,SenJeffMerkley,TRUE,TRUE
SenatorShaheen,SenBobCasey,TRUE,TRUE
SenatorShaheen,SenToomey,TRUE,TRUE
SenatorShaheen,SenJackReed,TRUE,TRUE
SenatorShaheen,SenWhitehouse,TRUE,TRUE
SenatorShaheen,GrahamBlog,FALSE,FALSE
SenatorShaheen,SenatorTimScott,TRUE,FALSE
SenatorShaheen,SenatorRounds,TRUE,FALSE
SenatorShaheen,SenJohnThune,FALSE,TRUE
SenatorShaheen,SenAlexander,FALSE,FALSE
SenatorShaheen,BobCorker,FALSE,FALSE
SenatorShaheen,JohnCornyn,TRUE,TRUE
SenatorShaheen,SenTedCruz,FALSE,FALSE
SenatorShaheen,senorrinhatch,FALSE,FALSE
SenatorShaheen,SenMikeLee,FALSE,FALSE
SenatorShaheen,SenatorLeahy,TRUE,TRUE
SenatorShaheen,timkaine,FALSE,TRUE
SenatorShaheen,MarkWarner,TRUE,TRUE
SenatorShaheen,PattyMurray,TRUE,TRUE
SenatorShaheen,SenatorCantwell,TRUE,TRUE
SenatorShaheen,SenCapito,FALSE,FALSE
SenatorShaheen,Sen_JoeManchin,TRUE,TRUE
SenatorShaheen,SenatorBaldwin,TRUE,TRUE
SenatorShaheen,SenRonJohnson,FALSE,FALSE
SenatorShaheen,SenatorEnzi,TRUE,FALSE
SenatorShaheen,SenJohnBarrasso,TRUE,FALSE
SenatorHassan,SenShelby,FALSE,TRUE
SenatorHassan,SenDougJones,TRUE,TRUE
SenatorHassan,lisamurkowski,TRUE,TRUE
SenatorHassan,SenDanSullivan,FALSE,TRUE
SenatorHassan,SenJohnMcCain,FALSE,TRUE
SenatorHassan,JeffFlake,FALSE,TRUE
SenatorHassan,SenTomCotton,FALSE,TRUE
SenatorHassan,JohnBoozman,FALSE,TRUE
SenatorHassan,SenFeinstein,TRUE,TRUE
SenatorHassan,SenKamalaHarris,TRUE,FALSE
SenatorHassan,SenBennetCO,TRUE,TRUE
SenatorHassan,SenCoryGardner,FALSE,TRUE
SenatorHassan,ChrisMurphyCT,FALSE,TRUE
SenatorHassan,SenBlumenthal,TRUE,TRUE
SenatorHassan,SenatorCarper,TRUE,TRUE
SenatorHassan,ChrisCoons,TRUE,TRUE
SenatorHassan,SenBillNelson,FALSE,TRUE
SenatorHassan,marcorubio,FALSE,TRUE
SenatorHassan,sendavidperdue,FALSE,TRUE
SenatorHassan,SenatorIsakson,FALSE,TRUE
SenatorHassan,brianschatz,FALSE,TRUE
SenatorHassan,maziehirono,TRUE,TRUE
SenatorHassan,MikeCrapo,TRUE,TRUE
SenatorHassan,SenatorRisch,FALSE,TRUE
SenatorHassan,SenDuckworth,TRUE,TRUE
SenatorHassan,SenatorDurbin,TRUE,TRUE
SenatorHassan,SenDonnelly,FALSE,TRUE
SenatorHassan,SenToddYoung,FALSE,TRUE
SenatorHassan,ChuckGrassley,FALSE,TRUE
SenatorHassan,joniernst,FALSE,FALSE
SenatorHassan,SenPatRoberts,FALSE,TRUE
SenatorHassan,JerryMoran,FALSE,TRUE
SenatorHassan,SenateMajLdr,FALSE,TRUE
SenatorHassan,RandPaul,FALSE,TRUE
SenatorHassan,BillCassidy,FALSE,TRUE
SenatorHassan,SenJohnKennedy,TRUE,TRUE
SenatorHassan,SenAngusKing,FALSE,TRUE
SenatorHassan,SenatorCollins,FALSE,TRUE
SenatorHassan,ChrisVanHollen,TRUE,TRUE
SenatorHassan,SenatorCardin,TRUE,TRUE
SenatorHassan,SenMarkey,TRUE,TRUE
SenatorHassan,SenWarren,TRUE,TRUE
SenatorHassan,SenGaryPeters,TRUE,TRUE
SenatorHassan,SenStabenow,FALSE,TRUE
SenatorHassan,amyklobuchar,TRUE,TRUE
SenatorHassan,SenTinaSmith,TRUE,TRUE
SenatorHassan,SenThadCochran,FALSE,TRUE
SenatorHassan,SenatorWicker,FALSE,TRUE
SenatorHassan,clairecmc,FALSE,TRUE
SenatorHassan,RoyBlunt,FALSE,TRUE
SenatorHassan,SteveDaines,FALSE,TRUE
SenatorHassan,SenatorTester,TRUE,TRUE
SenatorHassan,SenatorFischer,TRUE,TRUE
SenatorHassan,BenSasse,FALSE,TRUE
SenatorHassan,SenCortezMasto,TRUE,TRUE
SenatorHassan,SenDeanHeller,TRUE,TRUE
SenatorHassan,SenatorShaheen,TRUE,TRUE
SenatorHassan,SenatorHassan,FALSE,FALSE
SenatorHassan,CoryBooker,TRUE,TRUE
SenatorHassan,SenatorMenendez,TRUE,TRUE
SenatorHassan,MartinHeinrich,TRUE,TRUE
SenatorHassan,SenatorTomUdall,FALSE,TRUE
SenatorHassan,SenSchumer,TRUE,TRUE
SenatorHassan,SenGillibrand,TRUE,TRUE
SenatorHassan,SenatorBurr,FALSE,TRUE
SenatorHassan,SenThomTillis,FALSE,TRUE
SenatorHassan,SenatorHeitkamp,FALSE,TRUE
SenatorHassan,SenJohnHoeven,FALSE,TRUE
SenatorHassan,SenSherrodBrown,TRUE,TRUE
SenatorHassan,senrobportman,TRUE,TRUE
SenatorHassan,JimInhofe,FALSE,TRUE
SenatorHassan,SenatorLankford,FALSE,TRUE
SenatorHassan,RonWyden,TRUE,TRUE
SenatorHassan,SenJeffMerkley,TRUE,TRUE
SenatorHassan,SenBobCasey,TRUE,TRUE
SenatorHassan,SenToomey,FALSE,TRUE
SenatorHassan,SenJackReed,FALSE,TRUE
SenatorHassan,SenWhitehouse,TRUE,TRUE
SenatorHassan,GrahamBlog,FALSE,FALSE
SenatorHassan,SenatorTimScott,FALSE,TRUE
SenatorHassan,SenatorRounds,FALSE,TRUE
SenatorHassan,SenJohnThune,FALSE,TRUE
SenatorHassan,SenAlexander,FALSE,TRUE
SenatorHassan,BobCorker,FALSE,FALSE
SenatorHassan,JohnCornyn,FALSE,TRUE
SenatorHassan,SenTedCruz,FALSE,FALSE
SenatorHassan,senorrinhatch,FALSE,FALSE
SenatorHassan,SenMikeLee,FALSE,TRUE
SenatorHassan,SenatorLeahy,FALSE,TRUE
SenatorHassan,timkaine,FALSE,TRUE
SenatorHassan,MarkWarner,TRUE,TRUE
SenatorHassan,PattyMurray,FALSE,TRUE
SenatorHassan,SenatorCantwell,TRUE,TRUE
SenatorHassan,SenCapito,FALSE,TRUE
SenatorHassan,Sen_JoeManchin,FALSE,TRUE
SenatorHassan,SenatorBaldwin,FALSE,TRUE
SenatorHassan,SenRonJohnson,FALSE,TRUE
SenatorHassan,SenatorEnzi,TRUE,TRUE
SenatorHassan,SenJohnBarrasso,FALSE,TRUE
CoryBooker,SenShelby,FALSE,TRUE
CoryBooker,SenDougJones,FALSE,FALSE
CoryBooker,lisamurkowski,TRUE,TRUE
CoryBooker,SenDanSullivan,TRUE,TRUE
CoryBooker,SenJohnMcCain,TRUE,TRUE
CoryBooker,JeffFlake,FALSE,TRUE
CoryBooker,SenTomCotton,FALSE,TRUE
CoryBooker,JohnBoozman,FALSE,TRUE
CoryBooker,SenFeinstein,TRUE,TRUE
CoryBooker,SenKamalaHarris,TRUE,TRUE
CoryBooker,SenBennetCO,TRUE,TRUE
CoryBooker,SenCoryGardner,FALSE,TRUE
CoryBooker,ChrisMurphyCT,TRUE,TRUE
CoryBooker,SenBlumenthal,TRUE,TRUE
CoryBooker,SenatorCarper,TRUE,TRUE
CoryBooker,ChrisCoons,TRUE,TRUE
CoryBooker,SenBillNelson,FALSE,TRUE
CoryBooker,marcorubio,FALSE,TRUE
CoryBooker,sendavidperdue,TRUE,TRUE
CoryBooker,SenatorIsakson,FALSE,TRUE
CoryBooker,brianschatz,TRUE,TRUE
CoryBooker,maziehirono,TRUE,TRUE
